orig_order,id,establishment_id,phone,latitude,longitude,formatted_address,address_fs,name,name_fs_search,fs_id,checkinsCount,createdat,days,avg_checkins,avg_checkins_round,avg_visitsCount,avg_visitsCount_round,rating,priceTier,brand_name,yelp_id,exit_mapping/exit_id,exit_latitude,exit_longitude,destination_latitude,destination_longitude,exit_mapping/distance,exit_mapping/cardinal_direction_short,exit_mapping/cardinal_direction_long,exit_mapping/turn_direction_short,exit_mapping/turn_direction_long,amenities/0/id,amenities/0/name,amenities/0/priority,amenities/0/image_prefix,top_priority_amenity/id,top_priority_amenity/name,top_priority_amenity/priority,top_priority_amenity/image_prefix,logo/id,ll,phone_str,visitsCount
2335,200115,151,1-412-787-1466,40.44553,-80.15017,"6190 Steubenville Pike, Mckees Rocks, PA 15136",6190 Steubenville Pike,KFC,KFC,515c82d3f0e417244277bdb0,121,1365017299,1903.992292,6.355067745,,9.873989555,,5.8,1,KFC,kfc-mckees-rocks,35241,,,,,0.34,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"40.44553,-80.15016999999999",4127871466,188
2336,814629,121,1-412-787-5023,40.445829,-80.150652,"6192 Steubenville Pike, Mckees Rocks, PA 15136",6192 Steubenville Pike,Arbys,Arby's,4c294fa0ce3fc92835a26e88,638,1277775776,2913.732141,21.8963161,,30.47637727,,6.2,1,Arbys,arbys-robinson-township,35241,,,,,0.34,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"40.445828999999996,-80.15065200000001",4127875023,888
2338,452710,152,1-412-787-2622,40.44756,-80.1542,"6288 Steubenville Pike, Pittsburgh, PA 15205",6288 steubenville pike,Long John Silvers,A&W/Long John Silvers,4b6eeb6af964a52004d12ce3,423,1265560426,3055.113507,13.84563942,,16.66059211,,4.9,1,Long John Silvers,long-john-silvers-pittsburgh,35241,,,,,0.39,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,819,"40.447559999999996,-80.1542",4127872622,509
2339,215835,173,1-412-787-0808,40.447365,-80.15348,"6296 Steubenville Pike, Pittsburgh, PA 15205",6296 Steubenville Pike,Wendys,Wendy's,4b86fedef964a52058aa31e3,1047,1267138270,3036.851424,34.47649733,,56.57175016,,4.9,1,Wendys,wendys-pittsburgh-8,35241,,,,,0.39,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"40.447365000000005,-80.15348",4127870808,1718
2343,439799,241,1-412-788-5725,40.438692,-80.146477,"1935 Settlers Ridge Center Drive, Pittsburgh, PA 15205",1930 Settlers Ridge Center Dr,Jimmy Johns,Jimmy John's,513de7cde4b0946e371c10e1,522,1363011533,1927.207176,27.08582692,,30.71802593,,7.8,1,Jimmy Johns,jimmy-johns-pittsburgh-7,35241,,,,,0.56,E,East,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"40.438691999999996,-80.146477",4127885725,592
2374,474339,1007,1-412-429-1435,40.39748,-80.08544,"1160 Washington Ave., Carnegie, PA 15106",1160 Washington Ave,Little Caesars,Little Caesars Pizza,4c1a5100b4e62d7f9496d793,188,1276793088,2925.105845,6.427117854,,7.76040294,,6.1,1,Little Caesars,little-caesars-carnegie,35243,,,,,0.56,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,788,"40.39748,-80.08544",4124291435,227
2375,225207,283,1-412-429-7730,40.397138,-80.085311,"1160 Washington Ave, Carnegie, PA 15106",1160 Washington Ave,Subway,SUBWAY,4bd85bbf09ecb7139e9b487c,442,1272470463,2975.136227,14.85646257,,15.79759595,,6.9,1,Subway,subway-carnegie,35243,,,,,0.57,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.397138,-80.085311",4124297730,470
2383,85907,152,1-412-279-2726,40.38776,-80.09108,"2100 Washington Pike, Carnegie, PA 15106",2100 Washington Pike,Long John Silvers,Long John Silver's,4b96c479f964a5203de334e3,321,1268171897,3024.888148,10.61196263,,12.69468427,,6.6,3,Long John Silvers,long-john-silvers-carnegie-2,35243,,,,,1.01,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,819,"40.38776,-80.09108",4122792726,384
2385,243305,153,1-412-279-4432,40.386348,-80.093031,"Rte 50 Raceway Plaza Washington Pike, Heidelberg, PA 15106",2100 Washington Pike,McDonalds,McDonald's,4b77a1d7f964a520d4a42ee3,1596,1266131415,3048.504838,52.35353345,,97.55602035,,5.8,1,McDonalds,mcdonalds-carnegie-3,35243,,,,,1.09,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.386348,-80.09303100000001",4122794432,2974
2401,243637,153,1-412-921-3132,40.427405,-80.053359,"One Poplar St, Pittsburgh, PA 15205",1 Poplar St (Nobelstown Rd.),McDonalds,McDonald's,4b95451ef964a5202f9934e3,1561,1268073758,3026.024016,51.58584306,,93.9186201,,5,1,McDonalds,mcdonalds-pittsburgh-39,35244,,,,,0.37,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.427405,-80.053359",4129213132,2842
2404,955009,283,1-412-922-7899,40.426726,-80.055386,"2351 Noblestown Rd, Pittsburgh, PA 15205",2351 Noblestown Rd,Subway,SUBWAY,4b6afc33f964a520a0ea2be3,1123,1265302579,3058.097847,36.72217359,,41.20208257,,6.5,1,Subway,subway-pittsburgh-61,35244,,,,,0.39,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.426726,-80.055386",4129227899,1260
2405,814556,121,1-412-921-1098,40.428507,-80.053104,"2251 Noblestown Rd, Crafton, PA 15205",2251 Noblestown Rd,Arbys,Arby's,4af326f6f964a52035eb21e3,856,1257449206,3148.993368,27.18329002,,40.26683615,,6.4,1,Arbys,arbys-pittsburgh-12,35244,,,,,0.4,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"40.428507,-80.053104",4129211098,1268
2406,546439,170,-,40.42739,-80.0551,"2343 Noblestown Rd., Pittsburgh, PA 15205",2343 Noblestown Rd,Taco Bell,Taco Bell,4bbcc7e14e069c7434e69de3,1208,1270663137,2996.054352,40.31969578,,68.59021095,,6,1,Taco Bell,taco-bell-pittsburgh-14,35244,,,,,0.4,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"40.42739,-80.0551",,2055
2408,215797,173,1-412-921-2350,40.429028,-80.053202,"2237 Noblestown Rd, Pittsburgh, PA 15205",2237 Noblestown Rd,Wendys,Wendy's,4b4f60c4f964a520f20327e3,874,1263493316,3079.038391,28.38548563,,41.5714206,,5.1,1,Wendys,wendys-pittsburgh-25,35244,,,,,0.42,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"40.429028,-80.053202",4129212350,1280
2418,814554,121,1-412-563-2644,40.414676,-80.030613,"1378 Banksville Rd, Pittsburgh, PA 15216",1378 Banksville Rd,Arbys,Arby's,4b3ab4c3f964a5200e6d25e3,492,1262138563,3094.718403,15.89805391,,33.02400629,,5.8,1,Arbys,arbys-pittsburgh-5,35244,,,,,0.58,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"40.414676,-80.030613",4125632644,1022
2435,306201,283,1-412-344-1345,40.399367,-80.043891,"3147 Banksville Rd, Pittsburgh, PA 15216",3147 Banksville Rd,Subway,SUBWAY,4b71aa3bf964a5209e542de3,595,1265740347,3053.031088,19.48882874,,20.47145876,,6.1,1,Subway,subway-pittsburgh-25,35244,,,,,0.92,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.399367,-80.043891",4123441345,625
2440,203062,153,1-412-561-8223,40.398738,-80.026509,"2518 W Liberty Rd, Pittsburgh, PA 15226",2518 W Liberty Ave (at Wenzell Ave.),McDonalds,McDonald's,4ad90a86f964a520701721e3,2831,1255737990,3168.799109,89.3398383,,187.1686969,,5.2,1,McDonalds,mcdonalds-pittsburgh-8,35244,,,,,1.15,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.398738,-80.02650899999999",4125618223,5931
2449,306178,283,1-412-531-6080,40.383099,-80.017382,"517 Mcneilly Rd, Pittsburgh, PA 15226",McNeilly Rd.,Subway,SUBWAY,4cf8030d1801a143c215f3d4,155,1291322125,2756.945694,5.622163698,,8.016117272,,6.2,1,Subway,subway-pittsburgh-2,35244,,,,,1.87,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.383099,-80.017382",4125316080,221
2454,191437,127,1-412-881-7636,40.369716,-80.011668,"3220 Library Rd., Castle Shannon, PA 15234-2631",3220 Library Rd,Burger King,Burger King,4b9a7bcff964a52076b935e3,1041,1268415439,3022.069375,34.44659506,,67.96667267,,5.1,1,Burger King,burger-king-pittsburgh-4,35244,,,,,2.47,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.369716,-80.011668",4128817636,2054
2456,306256,283,1-412-281-8822,40.43704,-79.996957,"225 Ross Street, Pittsburgh, PA 15219",225 Ross St,Subway,Subway Restaurant,4db98726fa8c978590d1d8c4,295,1304004390,2610.16022,11.3019882,,12.45134293,,6.2,1,Subway,subway-pittsburgh-65,35247,,,,,0.08,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.43704,-79.996957",4122818822,325
2457,67645,210,1-412-434-0188,40.438514,-79.998366,,429 4th Ave,Brueggers Bagel Bakery,Bruegger's Bagel Bakery,4b28ed14f964a520369624e3,1212,1260973332,3108.204873,38.99356862,,51.57317698,,6.5,1,Brueggers Bagel Bakery,brueggers-bagels-pittsburgh-23,35247,,,,,0.11,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,,"40.438514,-79.998366",4124340188,1603
2458,306261,283,1-412-261-4840,40.439085,-79.999185,"414 Smithfield St, Pittsburgh, PA 15222",414 Smithfield St,Subway,Subway,4ae875dff964a52086af21e3,762,1256748511,3157.103264,24.13604929,,28.38044641,,6.3,1,Subway,subway-pittsburgh-26,35247,,,,,0.13,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.439085,-79.999185",4122614840,896
2464,228266,283,1-412-471-7277,40.439518,-80.001376,"401 Wood Street, Pittsburgh, PA 15222-1824",401 Wood St (4th Ave),Subway,Subway,4b7ad7a7f964a52056402fe3,932,1266341799,3046.069838,30.59680341,,37.72073725,,6.8,1,Subway,subway-pittsburgh-23,35247,,,,,0.17,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.439518,-80.00137600000001",4124717277,1149
2466,67643,210,1-412-471-9249,40.439824,-79.996534,,531 Grant St,Brueggers Bagel Bakery,Bruegger's Bagel Bakery,4af9a1b9f964a520b31222e3,4962,1257873849,3144.078519,157.8204861,,197.6095687,,6.5,1,Brueggers Bagel Bakery,brueggers-bagels-and-jamba-juice-pittsburgh,35247,,,,,0.18,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,,"40.439824,-79.996534",4124719249,6213
2468,169465,153,1-412-281-1777,40.440383,-79.998582,"505 Smithfield St, Pittsburgh, PA 15219",505 Smithfield St (at 5th Ave.),McDonalds,McDonald's,4b2ad421f964a52075b024e3,2109,1261098017,3106.761759,67.88418821,,105.5439797,,4.5,1,McDonalds,mcdonalds-pittsburgh-26,35247,,,,,0.19,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.440383000000004,-79.998582",4122811777,3279
2475,453262,1047,-,40.439908,-80.002743,"Two Ppg Place, Pittsburgh, PA 15222",Fifth Ave Place,Sbarro,Sbarro,52cee1f611d2aced953849d7,19,1389289974,1623.058553,1.170629363,,1.170629363,,,2,Sbarro,sbarro-restaurant-pittsburgh-2,35247,,,,,0.21,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,844,"40.439908,-80.00274300000001",,19
2476,306266,283,1-412-261-2955,40.440199,-80.00252,"3 Market Square, Pittsburgh, PA 15222",2 Market Sq,Subway,Subway,4bec2572a9900f47d59d1840,274,1273767282,2960.126748,9.256360398,,9.323925072,,6.5,1,Subway,subway-pittsburgh-53,35247,,,,,0.21,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.440199,-80.00251999999999",4122612955,276
2479,306251,283,1-412-281-3260,40.432527,-80.00393,"101 W. Station Square Drive, Pittsburgh, PA 15219",1 E Station Square Dr,Subway,Subway,4b649ccaf964a5201ec22ae3,701,1264884938,3062.931655,22.88657009,,24.8128292,,5.3,1,Subway,subway-pittsburgh-12,35247,,,,,0.22,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.432527,-80.00393000000001",4122813260,760
2484,67644,210,1-412-281-2515,40.44068,-80.002572,,25 Market Sq,Brueggers Bagel Bakery,Bruegger's Bagel Bakery,4b0c1d28f964a5201c3723e3,1482,1259085096,3130.059456,47.34734342,,51.66036054,,6.7,2,Brueggers Bagel Bakery,brueggers-bagels-pittsburgh-15,35247,,,,,0.23,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,,"40.44068,-80.002572",4122812515,1617
2489,169490,153,1-412-261-2281,40.442368,-79.999133,"608 Wood St, Pittsburgh, PA 15222",608 Wood St (at Liberty Ave.),McDonalds,McDonald's,4c07d94a271dc9b6bf762b9a,1647,1275582794,2939.113877,56.03729793,,77.30221063,,4.9,1,McDonalds,mcdonalds-pittsburgh-37,35247,,,,,0.27,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.442368,-79.999133",4122612281,2272
2490,306255,283,1-412-566-8205,40.43654,-79.990833,"700 Forbes Ave, Pittsburgh, PA 15219","Pittsburgh, PA 15219",Subway,SUBWAY,502a8241e4b0a60b7019096a,404,1344963137,2136.100648,18.9129665,,19.52155206,,6.5,1,Subway,subway-pittsburgh-38,35247,,,,,0.27,E,East,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.43654,-79.990833",4125668205,417
2492,169518,153,1-412-391-5470,40.441319,-80.003639,"500 Liberty Ave, Pittsburgh, PA 15222",500 Liberty Ave (at Stanwix St.),McDonalds,McDonald's,4c6006ed1e5cd13a29ada0ed,1281,1281361645,2872.229028,44.59950748,,55.00954084,,4.8,1,McDonalds,mcdonalds-pittsburgh-24,35247,,,,,0.27,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.441319,-80.003639",4123915470,1580
2496,84244,241,1-412-697-0999,40.441407,-80.003313,"506 Liberty Ave., Pittsburgh, PA 15222",506 Liberty Ave (Delay St.),Jimmy Johns,Jimmy John's,514213be3d7ca5b4135a90a2,1857,1363284926,1924.042905,96.51551923,,111.4840004,,8.4,1,Jimmy Johns,jimmy-johns-pittsburgh-3,35247,,,,,0.28,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"40.441407,-80.003313",4126970999,2145
2497,814555,121,1-412-281-1425,40.442534,-79.998746,"808 Liberty Ave., Pittsburgh, PA 15222",808 Liberty Ave. (6th Ave),Arbys,Arby's,4b56f0cef964a520fe1f28e3,1009,1263988942,3073.301979,32.83113755,,42.2347042,,5.3,1,Arbys,arbys-pittsburgh-13,35247,,,,,0.28,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"40.442534,-79.998746",4122811425,1298
2499,94998,267,1-412-281-2415,40.44267,-79.99879,"808 Liberty Avenue, Pittsburgh, PA 15222",808 Liberty Ave,Qdoba,Qdoba Mexican Grill,4b14060ef964a520ee9b23e3,1978,1259603470,3124.059757,63.31505009,,78.74369223,,6.2,1,Qdoba,qdoba-mexican-eats-pittsburgh-2,35247,,,,,0.29,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,837,"40.44267,-79.99879",4122812415,2460
2503,228142,283,1-412-434-7827,40.442651,-79.99973,"703 Liberty Ave, Pittsburgh, PA 15222",703 Liberty Ave (7th St),Subway,SUBWAY,4b914bd9f964a520dbb033e3,914,1267813337,3029.038148,30.17459521,,35.95200677,,5.9,1,Subway,subway-pittsburgh-70,35247,,,,,0.29,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.442651,-79.99973",4124347827,1089
2504,228081,283,1-412-281-1754,40.442493,-80.002773,"526 Penn Avenue, Pittsburgh, PA 15222",2 Market Sq,Subway,Subway,4bec2572a9900f47d59d1840,274,1273767282,2960.126748,9.256360398,,9.323925072,,6.5,1,Subway,subway-pittsburgh-13,35247,,,,,0.3,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.442493,-80.002773",4122811754,276
2505,228326,283,1-412-391-3177,40.44272,-79.996161,"411 Seventh Ave, Pittsburgh, PA 15219",Seventh Avenue,Subway,Subway,4afaf7b9f964a520ef1922e3,576,1257961401,3143.065185,18.32605963,,23.22573529,,6.3,1,Subway,subway-pittsburgh-58,35247,,,,,0.3,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.44272,-79.996161",4123913177,730
2508,306263,283,1-412-471-3570,40.438947,-79.989599,"1035 Fifth Ave, Pittsburgh, PA 15219","Pittsburgh, PA 15219",Subway,SUBWAY,502a8241e4b0a60b7019096a,404,1344963137,2136.100648,18.9129665,,19.52155206,,6.5,1,Subway,subway-pittsburgh-64,35247,,,,,0.33,E,East,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.438947,-79.989599",4124713570,417
2514,306270,283,1-412-281-7335,40.444037,-79.996838,"930 Penn Ave, Pittsburgh, PA 15222",930 Penn Ave,Subway,Subway,4af1bdd8f964a520aee221e3,1246,1257356760,3150.063345,39.55476013,,41.23726598,,5.7,1,Subway,subway-pittsburgh-10,35247,,,,,0.35,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.444037,-79.996838",4122817335,1299
2516,306247,283,1-412-431-4440,40.430093,-80.007181,"219 Shiloh St, Pittsburgh, PA 15211",219 Shiloh St (at Beam Way),Subway,Subway,4b80807af964a520047830e3,462,1266712698,3041.777025,15.18849002,,15.81312489,,6.6,1,Subway,subway-pittsburgh-20,35247,,,,,0.37,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.430093,-80.007181",4124314440,481
2527,1194769,127,1-412-291-9176,40.442756,-79.997068,"647-649 Smithfield Ave, Pittsburgh, PA 15222",647-649 Smithfield St (Seventh Avenue),Burger King,Burger King on Smithfield,58b0b2657d0f6d3e47c6dbf7,149,1487975013,480.8706019,30.98546666,,79.85516239,,5.8,1,Burger King,burger-king-pittsburgh-24,35247,,,,,0.48,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.442756,-79.997068",4122919176,384
2532,821964,283,1-412-904-1512,40.428615,-79.985656,"1214 E. Carson Street, Pittsburgh, PA 15203",1214 E Carson St,Subway,Subway,5388c486498e5e2ed87ab5ca,43,1401472134,1482.061331,2.901364411,,3.306205956,,6.6,1,Subway,a,35247,,,,,0.54,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.428615,-79.985656",4129041512,49
2549,169544,153,1-412-471-1747,40.449305,-79.986305,"1630 Penn Ave, Pittsburgh, PA 15222",1630 Penn Ave,McDonalds,McDonald's,4b8afc4cf964a520b18c32e3,1575,1267399756,3033.824965,51.91466278,,78.9762108,,5.1,1,McDonalds,mcdonalds-pittsburgh-21,35247,,,,,0.71,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.449304999999995,-79.986305",4124711747,2396
2551,821966,283,1-412-224-2176,40.453416,-80.001548,"400 E. Ohio Street, Pittsburgh, PA 15212",400 E Ohio St,Subway,Subway,558d91ce498e000964863c94,43,1435341262,1090.057535,3.944745908,,7.706015263,,6.6,1,Subway,a,35247,,,,,0.75,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.453416,-80.001548",4122242176,84
2554,227891,283,1-412-321-2384,40.450061,-80.018148,"950 Ridge Ave, Pittsburgh, PA 15212",725 Allegheny Ave,Subway,SUBWAY,4b8028ccf964a520d05730e3,559,1266690252,3042.036817,18.37584597,,22.91228022,,5.8,1,Subway,subway-pittsburgh-42,35247,,,,,0.87,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.450061,-80.018148",4123212384,697
2556,215758,173,1-412-231-1653,40.450247,-80.018895,"725 Allegheny Ave, Pittsburgh, PA 15233",725 Allegheny Ave (Ridge Ave),Wendys,Wendy's,4bd4d8ffcfa7b713640225da,1125,1272240383,2977.79919,37.77957909,,62.52940112,,5.4,1,Wendys,wendys-pittsburgh-3,35247,,,,,0.89,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"40.450247,-80.018895",4122311653,1862
2558,546515,170,-,40.4492,-80.02024,"705 Allegheny Avenue, Pittsburgh, PA 15233",705 Allegheny Ave,Taco Bell,Taco Bell,4f54e71de4b0ddd8f9cf5057,1713,1330964253,2298.124769,74.53903389,,210.4324389,,6.6,1,Taco Bell,taco-bell-pittsburgh-11,35247,,,,,0.89,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"40.4492,-80.02024",,4836
2562,169570,153,1-412-322-6660,40.450857,-80.018844,"801 Allegheny Ave, Pittsburgh, PA 15233",801 Allegheny Ave (Western Ave.),McDonalds,McDonald's,4b8bd1e7f964a520f4ac32e3,1592,1267454439,3033.19206,52.48596094,,103.7850534,,4.8,1,McDonalds,mcdonalds-pittsburgh-18,35247,,,,,0.91,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.450857,-80.018844",4123226660,3148
2567,306222,283,1-412-531-1286,40.410837,-80.012697,"1347 W Liberty Ave, Pittsburgh, PA 15216",1343 W Liberty Ave,Subway,SUBWAY,4b2a7455f964a52083a924e3,361,1261073493,3107.045602,11.61875448,,18.98910012,,6.6,1,Subway,subway-pittsburgh-19,35247,,,,,1.17,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.410837,-80.012697",4125311286,590
2582,456330,265,1-412-687-0100,40.44134,-79.95906,"3616 5th Avenue, Oakland, PA 15213",3616 Fifth Ave (at Atwood St),Popeyes Chicken,Popeyes Louisiana Kitchen,5097e5e1e4b0b68d69f99e29,1240,1352132065,2053.126944,60.39568101,,89.57069143,,5.9,1,Popeyes Chicken,popeyes-louisiana-kitchen-pittsburgh-3,35248,,,,,0.35,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,799,"40.441340000000004,-79.95906",4126870100,1839
2589,896122,127,1-412-648-9576,40.444044,-79.962212,"Univ. Of Pittsburgh, Pittsburgh, PA 15261-0000",,Burger King,,4d99ded53bca41bd9d155dec,315,1301929685,2634.173009,11.95821227,,11.95821227,,5.5,1,Burger King,a,35248,,,,,0.38,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.444044,-79.962212",4126489576,315
2591,306268,283,1-412-687-7550,40.441327,-79.957546,"3707 Forbes Ave, Pittsburgh, PA 15213",3707 Forbes Ave,Subway,Subway,4b4e33f0f964a52018e526e3,1772,1263416304,3079.929734,57.53378009,,61.85206043,,5.5,1,Subway,subway-pittsburgh-24,35248,,,,,0.38,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.441327,-79.957546",4126877550,1905
2592,286479,153,1-412-687-3747,40.441233,-79.957221,"3708 Forbes Ave Oakland, Pittsburgh, PA 15213",3708 Forbes Ave (btwn Atwood St. & Oakland Ave.),McDonalds,McDonald's,4c4cc580f5afa593af3a7bd6,2954,1280099712,2886.834734,102.3266059,,140.2227828,,5,1,McDonalds,mcdonalds-pittsburgh-17,35248,,,,,0.39,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.441233000000004,-79.95722099999999",4126873747,4048
2595,434634,267,1-412-481-1229,40.42646,-79.96601,"2777 E. Carson Street, Pittsburgh, PA 15203",2777 E Carson St,Qdoba,Qdoba Mexican Grill,4af4a90af964a520c8f421e3,3790,1257548042,3147.849433,120.3996595,,156.5513251,,6.2,1,Qdoba,qdoba-mexican-eats-pittsburgh-4,35248,,,,,0.4,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,837,"40.42646,-79.96601",4124811229,4928
2596,306240,283,1-412-488-9911,40.426503,-79.965792,"2771 East Carson St, Pittsburgh, PA 15203",2771 E Carson St (at 28th),Subway,Subway,4ae21206f964a5206a8a21e3,1267,1256329734,3161.95022,40.07020705,,41.65150962,,6,1,Subway,subway-pittsburgh-9,35248,,,,,0.4,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.426503000000004,-79.96579200000001",4124889911,1317
2604,441145,141,1-412-802-7100,40.44239,-79.95654,"117 S. Bouquet St., Pittsburgh, PA 15213",117 S Bouquet St,Five Guys Burgers,Five Guys,4ad7cd0bf964a520e40e21e3,3499,1255656715,3169.739792,110.38761,,136.3518864,,7.8,2,Five Guys Burgers,five-guys-pittsburgh-6,35248,,,,,0.44,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,818,"40.44239,-79.95654",4128027100,4322
2605,439758,241,1-412-681-9010,40.439218,-79.959718,"3444 Forbes Avenue, Pittsburgh, PA 15213",3444 Forbes Ave (McKee Pl),Jimmy Johns,Jimmy John's,4b60df54f964a520fbfe29e3,1163,1264639828,3065.768576,37.93502252,,47.10075024,,7.2,1,Jimmy Johns,jimmy-johns-pittsburgh-4,35248,,,,,0.44,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"40.439218,-79.95971800000001",4126819010,1444
2614,191489,127,1-412-381-1020,40.428576,-79.979571,"1820 East Carson Street, Pittsburgh, PA 15203-1708",1820 E Carson St,Burger King,Burger King,53722592498e52111dfb6a45,189,1399989650,1499.219711,12.60655784,,24.14589386,,5.7,1,Burger King,burger-king-pittsburgh-6,35248,,,,,0.52,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.428576,-79.97957099999999",4123811020,362
2617,821965,283,1-412-456-2300,40.442499,-79.981961,"1846 Centre Ave., Pittsburgh, PA 15219",1860 Centre Ave,Subway,Subway,4f43ac6e19834bc91f582bfa,9,1329835118,2311.193461,0.389409201,,0.432676891,,6.6,1,Subway,a,35248,,,,,0.57,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.442499,-79.981961",4124562300,10
2624,306273,283,1-412-687-6728,40.444699,-79.948835,"418 S Craig St, Pittsburgh, PA 15213",418 S Craig St,Subway,Subway,4afd9b5cf964a520072922e3,2353,1258134364,3141.063299,74.91093863,,87.00875278,,5.3,1,Subway,subway-pittsburgh-7,35248,,,,,0.7,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.444699,-79.948835",4126876728,2733
